id,facility_code,facility_name,is_void,sub_county_id,facility_subcounty
12520,10101,Coffee Research Staff Dispensary,false,160,10101_160
22352,10101,Coffee Research Staff Dispensary,false,160,10101_160
2388,10102,Cura (ACK) Medical Clinic,false,166,10102_166
13555,10102,Cura (ACK) Medical Clinic,false,166,10102_166
19016,10102,Cura (ACK) Medical Clinic,false,166,10102_166
13466,10103,David Munene Clinic,false,156,10103_156
13250,10104,Dawa Medical Clinic (Nyeri South),false,141,10104_141
22871,10104,Dawa Medical Clinic (Nyeri South),false,141,10104_141
5636,10105,Del Monte Dispensary,false,157,10105_157
10840,10105,Del Monte Dispensary,false,157,10105_157
20221,10105,Del Monte Dispensary,false,157,10105_157
7536,10106,Delina Health Care,false,141,10106_141
23760,10106,Delina Health Care,false,141,10106_141
7540,10108,Diana Medical Clinic,false,142,10108_142
23734,10108,Diana Medical Clinic,false,142,10108_142
2745,10109,Difathas Catholic Dispensary,false,147,10109_147
23737,10109,Difathas Catholic Dispensary,false,147,10109_147
2814,10110,Difathas Health Centre,false,147,10110_147
20391,10110,Difathas Health Centre,false,147,10110_147
5699,10112,Don Bosco Catholic Dispensary,false,155,10112_155
12972,10112,Don Bosco Catholic Dispensary,false,155,10112_155
22321,10112,Don Bosco Catholic Dispensary,false,155,10112_155
12587,10115,Dr U N Kanani Dental Clinic,false,211,10115_211
22401,10115,Dr U N Kanani Dental Clinic,false,211,10115_211
7592,10119,Dr E K Ritho Paediatric Clinic,false,146,10119_146
23575,10119,Dr E K Ritho Paediatric Clinic,false,146,10119_146
12150,10120,Dr E Kanyi Dental Clinic,false,211,10120_211
22095,10120,Dr E Kanyi Dental Clinic,false,211,10120_211
2247,10121,Dr Gachiri,false,161,10121_161
23561,10121,Dr Gachiri,false,161,10121_161
7561,10122,Dr Irungu Mwangi Dermatology Clinic,false,146,10122_146
23577,10122,Dr Irungu Mwangi Dermatology Clinic,false,146,10122_146
10039,10123,Dr J F C Munene Clinic,false,161,10123_161
2403,10126,Dr Kariuki,false,161,10126_161
24063,10126,Dr Kariuki,false,161,10126_161
7588,10127,Dr Kariuki N M Psychiatric Clinic,false,146,10127_146
23591,10127,Dr Kariuki N M Psychiatric Clinic,false,146,10127_146
2282,10128,Dr Kimani Gicharo Clinic,false,161,10128_161
23563,10128,Dr Kimani Gicharo Clinic,false,161,10128_161
12599,10129,Dr L G Mburu Radiological Clinic,false,211,10129_211
22407,10129,Dr L G Mburu Radiological Clinic,false,211,10129_211
12372,10130,Dr L L M Muturi Medical Clinic,false,211,10130_211
7591,10133,Dr M M Mburu Gynae / Obstretric Clinic,false,146,10133_146
23570,10133,Dr M M Mburu Gynae / Obstretric Clinic,false,146,10133_146
2414,10135,Dr Maina,false,161,10135_161
10015,10135,Dr Maina,false,161,10135_161
23941,10135,Dr Maina,false,161,10135_161
5578,10137,Dr Muhiu Medical Clinic,false,153,10137_153
23560,10137,Dr Muhiu Medical Clinic,false,153,10137_153
2249,10138,Thika Arcade Health Services,false,161,10138_161
23564,10138,Thika Arcade Health Services,false,161,10138_161
2251,10139,Dr Mukui,false,161,10139_161
23566,10139,Dr Mukui,false,161,10139_161
7587,10141,Dr Mukui F K Psychiatric Clinic,false,146,10141_146
23587,10141,Dr Mukui F K Psychiatric Clinic,false,146,10141_146
2252,10142,Dr Mulingwa,false,161,10142_161
23568,10142,Dr Mulingwa,false,161,10142_161
2709,10143,Dr Muraya Clinic,false,150,10143_150
23584,10143,Dr Muraya Clinic,false,150,10143_150
7593,10144,Dr Mwangi Medical Clinic,false,146,10144_146
23567,10144,Dr Mwangi Medical Clinic,false,146,10144_146
22176,10145,Dr N N Ngugi Dental Clinic,false,142,10145_142
2253,10148,Dr Nguhiu,false,161,10148_161
23569,10148,Dr Nguhiu,false,161,10148_161
13123,10149,Dr Njue M G Pathological Clinic,false,211,10149_211
22786,10149,Dr Njue M G Pathological Clinic,false,211,10149_211
2286,10154,Dr Wachira,false,161,10154_161
23886,10154,Vineyard Hospital,false,161,10154_161
2281,10155,Dr Waihenya,false,161,10155_161
23588,10155,Dr Waihenya,false,161,10155_161
2250,10156,Dr Wanjohi,false,161,10156_161
23565,10156,Dr Wanjohi,false,161,10156_161
9966,10157,Ebenezar Medical Clinic (Muranga North),false,145,10157_145
13144,10158,Ebenezer Medical Clinic (Lari),false,169,10158_169
22803,10158,Ebenezer Medical Clinic (Lari),false,169,10158_169
7545,10160,Ebenezer Medical Clinic (Nyeri South),false,146,10160_146
23747,10160,Ebenezer Medical Clinic (Nyeri South),false,146,10160_146
2397,10161,Ebenezer Medical Clinic (Thika),false,161,10161_161
18775,10161,Ebenezer Medical Clinic (Thika),false,161,10161_161
2260,10162,Eddiana Hospital,false,162,10162_162
23483,10162,Eddiana Hospital,false,162,10162_162
7644,10166,Embaringo Dispensary,false,142,10166_142
19554,10166,Embaringo Dispensary,false,142,10166_142
2248,10167,Emmanuel M/C VCT Centre,false,161,10167_161
13558,10167,Emmanuel M/C VCT Centre,false,161,10167_161
19019,10167,Emmanuel M/C VCT Centre,false,161,10167_161
7547,10168,Emmanuel Medical Clinic (Nyeri North),false,142,10168_142
23740,10168,Emmanuel Medical Clinic (Nyeri North),false,142,10168_142
5612,10169,Emmaus Medical Clinic,false,154,10169_154
11592,10169,Emmaus Medical Clinic,false,154,10169_154
21085,10169,Emmaus Medical Clinic,false,154,10169_154
7673,10170,Endarasha Rural Health Centre,false,142,10170_142
20533,10170,Endarasha Rural Health Centre,false,142,10170_142
7348,10171,Engineer District Hospital,false,136,10171_136
10601,10171,Engineer District Hospital,false,136,10171_136
19621,10171,Engineer District Hospital,false,136,10171_136
12425,10172,Enkasiti Roses Farm Clinic,false,161,10172_161
22281,10172,Enkasiti Roses Farm Clinic,false,161,10172_161
7487,10173,Eunice Medical Clinic,false,144,10173_144
11596,10176,Faith Health Services Medical Clinic,false,154,10176_154
7688,10177,Faith Medical Clinic (Nyeri North),false,142,10177_142
23784,10177,Faith Medical Clinic (Nyeri North),false,142,10177_142
2287,10178,Family Care Medical Clinic,false,162,10178_162
10019,10178,Family Care Medical Clinic,false,162,10178_162
23937,10178,Family Care Medical Clinic,false,162,10178_162
2754,10179,Family Dental Clinic,false,150,10179_150
13680,10179,Family Dental Clinic,false,150,10179_150
19149,10179,Family Dental Clinic,false,150,10179_150
13276,10182,Family Planning Association of Kenya Clinic (Nyeri,false,211,10182_211
22890,10182,Family Planning Association of Kenya Clinic (Nyeri,false,211,10182_211
12389,10183,Family Smiles Dental Clinic,false,211,10183_211
22257,10183,Family Smiles Dental Clinic,false,211,10183_211
2338,10184,Focus Medical Clinic and Counselling Centre,false,162,10184_162
9988,10184,Focus Medical Clinic and Counselling Centre,false,162,10184_162
24021,10184,Focus Medical Clinic and Counselling Centre,false,162,10184_162
7343,10185,Fr Baldo Cath Disp,false,138,10185_138
23826,10185,Fr Baldo Cath Disp,false,138,10185_138
11435,10186,Francis Kamande,false,156,10186_156
12633,10187,Franjane Medical Clinic,false,153,10187_153
22427,10187,Franjane Medical Clinic,false,153,10187_153
2710,10188,Frayjoy Clinic (Dr Tumbo),false,147,10188_147
23598,10188,Frayjoy Clinic (Dr Tumbo),false,147,10188_147
13345,10189,GK Prison Dispensary,false,140,10189_140
22943,10189,GK Prison Dispensary,false,140,10189_140
5672,10190,Gacharage Dispensary,false,156,10190_156
11748,10190,Gacharage Dispensary,false,156,10190_156
21260,10190,Gacharage Dispensary,false,156,10190_156
5650,10191,Gacharageini Dispensary,false,152,10191_152
20099,10191,Gacharageini Dispensary,false,152,10191_152
12926,10194,Gachege Dispensary,false,159,10194_159
22657,10194,Gachege Dispensary,false,159,10194_159
13490,10195,Gachika Dispensary,false,158,10195_158
23029,10195,Gachika Dispensary,false,158,10195_158
2697,10197,Gaciongo Dispensary (Kirinyaga),false,148,10197_148
18727,10197,Gaciongo Dispensary (Kirinyaga),false,148,10197_148
7575,10198,Gadi Medical Clinic,false,143,10198_143
23649,10198,Gadi Medical Clinic,false,143,10198_143
11842,10199,Gaichanjiru Hospital,false,156,10199_156
21868,10199,Gaichanjiru Hospital,false,156,10199_156
7659,10200,Gakawa Dispensary,false,142,10200_142
19882,10200,Gakawa Dispensary,false,142,10200_142
5550,10201,Gakira Medical Clinic,false,151,10201_151
18749,10201,Gakira Medical Clinic,false,151,10201_151
12570,10202,Gakoe Health Centre,false,159,10202_159
22388,10202,Gakoe Health Centre,false,159,10202_159
13271,10203,Gakurwe Dispensary,false,152,10203_152
22887,10203,Gakurwe Dispensary,false,152,10203_152
11594,10204,Gakuyuini Medical Clinic,false,154,10204_154
2407,10205,Garrissa Highway Medical Clinic,false,161,10205_161
10000,10205,Garrissa Highway Medical Clinic,false,161,10205_161
23972,10205,Garrissa Highway Medical Clinic,false,161,10205_161
3610,10206,Gatamu Medical Clinic,false,144,10206_144
5580,10207,Gatanga Dispensary,false,157,10207_157
23427,10207,Gatanga Dispensary,false,157,10207_157
5627,10208,Gatangara Dispensary,false,151,10208_151
10651,10208,Gatangara Dispensary,false,151,10208_151
19715,10208,Gatangara Dispensary,false,151,10208_151
12172,10209,Gatara Health Centre,false,151,10209_151
22111,10209,Gatara Health Centre,false,151,10209_151
7630,10210,Gatei Dispensary,false,143,10210_143
23117,10210,Gatei Dispensary,false,143,10210_143
5576,10211,Gateways Medical Clinic,false,151,10211_151
23642,10211,Gateways Medical Clinic,false,151,10211_151
5623,10212,Gathaithi Dispensary,false,153,10212_153
10599,10212,Gathaithi Dispensary,false,153,10212_153
19606,10212,Gathaithi Dispensary,false,153,10212_153
2839,10213,Gathambi Health Centre,false,149,10213_149
23256,10213,Gathambi Health Centre,false,149,10213_149
2366,10214,Gathanga Dispensary,false,165,10214_165
11761,10214,Gathanga Dispensary,false,165,10214_165
21275,10214,Gathanga Dispensary,false,165,10214_165
7391,10215,Gathara Dispensary,false,136,10215_136
10557,10215,Gathara Dispensary,false,136,10215_136
19545,10215,Gathara Dispensary,false,136,10215_136
5628,10216,Gatheru Dispensary,false,153,10216_153
10664,10216,Gatheru Dispensary,false,153,10216_153
19727,10216,Gatheru Dispensary,false,153,10216_153
2808,10217,Gathigiriri Health Centre,false,147,10217_147
19973,10217,Gathigiriri Health Centre,false,147,10217_147
13185,10218,Gathiriga Dispensary,false,137,10218_137
2369,10219,Gathiruini (PCEA) Dispensary,false,163,10219_163
12832,10219,Gathiruini (PCEA) Dispensary,false,163,10219_163
22141,10219,Gathiruini (PCEA) Dispensary,false,163,10219_163
7635,10220,Gatina Dispensary,false,143,10220_143
24236,10220,Gatina Dispensary,false,143,10220_143
2806,10221,Gatithi Dispensary,false,149,10221_149
19582,10221,Gatithi Dispensary,false,149,10221_149
11818,10222,Gatitu Dispensary,false,141,10222_141
21852,10222,Gatitu Dispensary,false,141,10222_141
7362,10223,Gatondo Dispensary (Kipipiri),false,137,10223_137
10477,10223,Gatondo Dispensary (Kipipiri),false,137,10223_137
19257,10223,Gatondo Dispensary (Kipipiri),false,137,10223_137
7610,10224,Gatondo Dispensary (Nyeri North),false,143,10224_143
23247,10224,Gatondo Dispensary (Nyeri North),false,143,10224_143
13285,10225,Gatondo Dispensary (Wanjohi),false,137,10225_137
7560,10226,Gatuamba Medical Clinic,false,142,10226_142
23702,10226,Gatuamba Medical Clinic,false,142,10226_142
2296,10227,Gatuanyaga Dispensary,false,161,10227_161
19278,10227,Gatuanyaga Dispensary,false,161,10227_161
3568,10228,Gatugi Mission Dispensary,false,144,10228_144
2699,10229,Gatugura Dispensary,false,148,10229_148
18725,10229,Gatugura Dispensary,false,148,10229_148
2242,10231,Gatukuyu Medical Clinic,false,159,10231_159
10075,10231,Gatukuyu Medical Clinic,false,159,10231_159
23696,10231,Gatukuyu Medical Clinic,false,159,10231_159
2696,10232,Gatumbi (SDA) Dispensary,false,148,10232_148
18732,10232,Gatumbi (SDA) Dispensary,false,148,10232_148
2347,10233,Gatundu District Hospital,false,158,10233_158
20008,10233,Gatundu District Hospital,false,158,10233_158
5613,10234,Gatunyu Dispensary,false,157,10234_157
19473,10234,Gatunyu Dispensary,false,157,10234_157
10342,10235,Gatura (PCEA) Dispensary,false,145,10235_145
5639,10236,Gatura Healh Centre,false,157,10236_157
11000,10236,Gatura Healh Centre,false,157,10236_157
20460,10236,Gatura Healh Centre,false,157,10236_157
5660,10237,Gaturi Medical Clinic,false,153,10237_153
13760,10237,Gaturi Medical Clinic,false,153,10237_153
18944,10237,Gaturi Medical Clinic,false,153,10237_153
11995,10238,Gatwe Clinic Dispensary,false,150,10238_150
2765,10239,Gatwe Health Centre,false,148,10239_148
13096,10239,Gatwe Health Centre,false,150,10239_150
22765,10239,Gatwe Health Centre,false,150,10239_150
12584,10240,Gawa Medical Clinic,false,160,10240_160
22398,10240,Gawa Medical Clinic,false,160,10240_160
5669,10241,Generations Medical Clinic,false,154,10241_154
11591,10241,Generations Medical Clinic,false,154,10241_154
21084,10241,Generations Medical Clinic,false,154,10241_154
2743,10242,Genesis Clinic (Kirinyaga),false,149,10242_149
18929,10242,Genesis Clinic (Kirinyaga),false,149,10242_149
11434,10243,George Medical Clinic,false,155,10243_155
7356,10244,Geta Bush Health Centre,false,137,10244_137
23061,10244,Geta Bush Health Centre,false,137,10244_137
12687,10245,Geta Forest Dispensary,false,136,10245_136
22472,10245,Geta Forest Dispensary,false,136,10245_136
13728,10246,Giachuki Medical Clinic,false,157,10246_157
7597,10247,Giakaibei Catholic Dispensary,false,143,10247_143
23425,10247,Giakaibei Catholic Dispensary,false,143,10247_143
5620,10248,Giathanini Dispensary,false,157,10248_157
19566,10248,Giathanini Dispensary,false,157,10248_157
7377,10249,Gichiche Health Centre,false,144,10249_144
7279,10250,Gichiche Medical Clinic,false,144,10250_144
7670,10251,Gichira Health Centre,false,141,10251_141
20362,10251,Gichira Health Centre,false,141,10251_141
2378,10252,Gichuru Dispensary,false,167,10252_167
10482,10252,Gichuru Dispensary,false,167,10252_167
19305,10252,Gichuru Dispensary,false,167,10252_167
5673,10253,Gikoe Dispensary,false,154,10253_154
11772,10253,Gikoe Dispensary,false,154,10253_154
21286,10253,Gikoe Dispensary,false,154,10253_154
12401,10254,Gikoe Medical Clinic,false,151,10254_151
22266,10254,Gikoe Medical Clinic,false,151,10254_151
12983,10255,Gikondi Dispensary & Maternity,false,145,10255_145
5631,10256,Gikui Health Centre,false,151,10256_151
10711,10256,Gikui Health Centre,false,151,10256_151
19853,10256,Gikui Health Centre,false,151,10256_151
2270,10257,Gitare Health Centre (Gatundu),false,158,10257_158
10428,10257,Gitare Health Centre (Gatundu),false,158,10257_158
19075,10257,Gitare Health Centre (Gatundu),false,158,10257_158
5624,10258,Gitaro Dispensary,false,153,10258_153
10605,10258,Gitaro Dispensary,false,153,10258_153
19654,10258,Gitaro Dispensary,false,153,10258_153
7418,10259,Gitata Medical Clinic,false,144,10259_144
11933,10260,Gitaus Medical Clinic,false,153,10260_153
21932,10260,Gitaus Medical Clinic,false,153,10260_153
5626,10261,Githagara Health Centre,false,153,10261_153
10616,10261,Githagara Health Centre,false,153,10261_153
19668,10261,Githagara Health Centre,false,153,10261_153
7613,10262,Githanga (ACK) Dispensary,false,145,10262_145
2374,10263,Githiga Health Centre,false,163,10263_163
13014,10263,Githiga Health Centre,false,163,10263_163
22386,10263,Githiga Health Centre,false,163,10263_163
13343,10264,Githiga Midways Clinic,false,321,10264_321
22942,10264,Githiga Midways Clinic,false,321,10264_321
19370,10265,Githirioni Dispensary,false,169,10265_169
2834,10266,Githuani (ACK) Dispensary,false,149,10266_149
23498,10266,Githuani (ACK) Dispensary,false,149,10266_149
5706,10267,Githumu Hospital,false,156,10267_156
13376,10267,Githumu Hospital,false,156,10267_156
22856,10267,Githumu Hospital,false,156,10267_156
5674,10268,Githunguri Dispensary,false,156,10268_156
11754,10268,Githunguri Dispensary,false,156,10268_156
21267,10268,Githunguri Dispensary,false,156,10268_156
2274,10269,Githunguri Health Centre,false,163,10269_163
13019,10269,Githunguri Health Centre,false,163,10269_163
22393,10269,Githunguri Health Centre,false,163,10269_163
2358,10270,Githunguri Health Services Clinic,false,163,10270_163
11607,10270,Githunguri Health Services Clinic,false,163,10270_163
21095,10270,Githunguri Health Services Clinic,false,163,10270_163
2357,10271,Githunguri Heathwatch Clinic,false,163,10271_163
11609,10271,Githunguri Heathwatch Clinic,false,163,10271_163
21099,10271,Githunguri Heathwatch Clinic,false,163,10271_163
2355,10272,Githunguri Medical Plaza Clinic,false,163,10272_163
11580,10272,Githunguri Medical Plaza Clinic,false,163,10272_163
21078,10272,Githunguri Medical Plaza Clinic,false,163,10272_163
2406,10273,Githurai Community Clinic,false,162,10273_162
9976,10273,Githurai Community Clinic,false,162,10273_162
24040,10273,Githurai Community Clinic,false,162,10273_162
2774,10274,Githure (ACK) Dispensary,false,148,10274_148
23701,10274,NMC,false,148,10274_148
2364,10275,Gitiha Dispensary,false,163,10275_163
11742,10275,Gitiha Dispensary,false,163,10275_163
21254,10275,Gitiha Dispensary,false,163,10275_163
2240,10278,Gituamba Medical Clinic,false,159,10278_159
23724,10278,Gituamba Medical Clinic,false,159,10278_159
5625,10279,Gitugi Dispensary (Muranga North),false,152,10279_152
19649,10279,Gitugi Dispensary (Muranga North),false,152,10279_152
7341,10280,Gitugi Dispensary (Nyeri South),false,144,10280_144
7313,10281,Gitundu (ACK) Dispensary,false,144,10281_144
5675,10283,AIC Gituru Dispensary,false,156,10283_156
11752,10283,AIC Gituru Dispensary,false,156,10283_156
21265,10283,AIC Gituru Dispensary,false,156,10283_156
2433,10284,Gitwe Medical Clinic,false,158,10284_158
23838,10284,Gitwe Medical Clinic,false,158,10284_158
2772,10285,GK Prison Dispensary (Gathigiriri ),false,147,10285_147
19287,10285,GK Prison Dispensary (Gathigiriri ),false,147,10285_147
7633,10286,GK Prison Dispensary (Kingongo),false,146,10286_146
24041,10286,GK Prison Dispensary (Kingongo),false,146,10286_146
5654,10287,GK Prison Dispensary (Murang'a),false,153,10287_153
23156,10287,GK Prison Dispensary (Murang'a),false,153,10287_153
2279,10288,GK Prison Dispensary (Ruiru),false,162,10288_162
10389,10288,GK Prison Dispensary (Ruiru),false,162,10288_162
23921,10288,GK Prison Dispensary (Ruiru),false,162,10288_162
13428,10289,GK Prison Dispensary (Thika),false,162,10289_162
2276,10290,GK Prisons Dispensary (Kiambu),false,164,10290_164
21263,10290,GK Prisons Dispensary (Kiambu Town),false,164,10290_164
2290,10291,Glory Medical Clinic,false,160,10291_160
23885,10291,Glory Medical Clinic,false,160,10291_160
11867,10292,God Sent Clinic,false,150,10292_150
